RESOLUTION,PRODUCT,SEVERITY,UPDATED_TIMESTAMP,PLATFORM,RESOLVED_TIMESTAMP,GROUP_NAMES,CREATED_TIMESTAMP,COE_NAMES,EUI_OR_SIB,RESOLUTION_TIME,HOUR_TO_COMPLETION,ON_TIME
Fixed,,P4,30:12.0,,30:12.0,LM - Project Lifecycle,51:03.0,Lifecycle,,,12360,FALSE
Fixed,,P4,30:12.0,,30:12.0,LM - Project Lifecycle,51:03.0,Lifecycle,,,12360,FALSE
Fixed,,P4,30:12.0,,30:12.0,LM - Project Lifecycle,51:03.0,Lifecycle,,,12360,FALSE
Fixed,,P4,30:12.0,,30:12.0,LM - Project Lifecycle,51:03.0,Lifecycle,,,12360,FALSE
Fixed,,P4,30:12.0,,30:12.0,LM - Project Lifecycle,51:03.0,Lifecycle,,,12360,FALSE
Fixed,,P4,30:12.0,,30:12.0,LM - Project Lifecycle,51:03.0,Lifecycle,,,12360,FALSE
Fixed,,P4,30:12.0,,30:12.0,LM - Project Lifecycle,51:03.0,Lifecycle,,,12360,FALSE
Fixed,,P4,30:12.0,,30:12.0,LM - Project Lifecycle,51:03.0,Lifecycle,,,12360,FALSE
Fixed,,P4,30:12.0,,30:12.0,LM - Project Lifecycle,51:03.0,Lifecycle,,,12360,FALSE
Fixed,,P3,14:53.0,Web,04:03.0,LM - Project Lifecycle,31:48.0,Lifecycle,,360,504,FALSE
Fixed,,P3,14:53.0,Web,04:03.0,LM - Project Lifecycle,31:48.0,Lifecycle,,360,504,FALSE
Fixed,,P3,14:53.0,Web,04:03.0,LM - Project Lifecycle,31:48.0,Lifecycle,,360,504,FALSE
Fixed,,P3,14:53.0,Web,04:03.0,LM - Project Lifecycle,31:48.0,Lifecycle,,360,504,FALSE
Fixed,,P3,14:53.0,Web,04:03.0,LM - Project Lifecycle,31:48.0,Lifecycle,,360,504,FALSE
Fixed,,P3,14:53.0,Web,04:03.0,LM - Project Lifecycle,31:48.0,Lifecycle,,360,504,FALSE
Fixed,,P3,14:53.0,Web,04:03.0,LM - Project Lifecycle,31:48.0,Lifecycle,,360,504,FALSE
Fixed,,P3,14:53.0,Web,04:03.0,LM - Project Lifecycle,31:48.0,Lifecycle,,360,504,FALSE
Fixed,,P3,14:53.0,Web,04:03.0,LM - Project Lifecycle,31:48.0,Lifecycle,,360,504,FALSE
Fixed,,P3,14:53.0,Web,04:03.0,LM - Project Lifecycle,31:48.0,Lifecycle,,360,504,FALSE
Fixed,,P3,14:53.0,Web,04:03.0,LM - Project Lifecycle,31:48.0,Lifecycle,,360,504,FALSE
Fixed,,P3,14:53.0,Web,04:03.0,LM - Project Lifecycle,31:48.0,Lifecycle,,360,504,FALSE
Fixed,,P3,14:53.0,Web,04:03.0,LM - Project Lifecycle,31:48.0,Lifecycle,,360,504,FALSE
Fixed,,P3,14:53.0,Web,04:03.0,LM - Project Lifecycle,31:48.0,Lifecycle,,360,504,FALSE
Fixed,,P3,14:53.0,Web,04:03.0,LM - Project Lifecycle,31:48.0,Lifecycle,,360,504,FALSE
Fixed,,P3,14:53.0,Web,04:03.0,LM - Project Lifecycle,31:48.0,Lifecycle,,360,504,FALSE
Fixed,,P3,14:53.0,Web,04:03.0,LM - Project Lifecycle,31:48.0,Lifecycle,,360,504,FALSE
Fixed,,P3,14:53.0,Web,04:03.0,LM - Project Lifecycle,31:48.0,Lifecycle,,360,504,FALSE
Fixed,,P3,14:53.0,Web,04:03.0,LM - Project Lifecycle,31:48.0,Lifecycle,,360,504,FALSE
Duplicate,,,14:55.0,,44:51.0,LM - Project Lifecycle,15:38.0,Lifecycle,,,504,FALSE
Duplicate,,,14:55.0,,44:51.0,LM - Project Lifecycle,15:38.0,Lifecycle,,,504,FALSE
Duplicate,,,14:55.0,,44:51.0,LM - Project Lifecycle,15:38.0,Lifecycle,,,504,FALSE
Duplicate,,,14:55.0,,17:09.0,LM - Project Lifecycle,42:47.0,Lifecycle,,,504,FALSE
Duplicate,,,14:55.0,,17:09.0,LM - Project Lifecycle,42:47.0,Lifecycle,,,504,FALSE
Duplicate,,,14:55.0,,17:09.0,LM - Project Lifecycle,42:47.0,Lifecycle,,,504,FALSE
Duplicate,,,14:55.0,,17:09.0,LM - Project Lifecycle,42:47.0,Lifecycle,,,504,FALSE
Duplicate,,,14:55.0,,17:09.0,LM - Project Lifecycle,42:47.0,Lifecycle,,,504,FALSE
Duplicate,,,14:55.0,,17:09.0,LM - Project Lifecycle,42:47.0,Lifecycle,,,504,FALSE
Duplicate,,,14:55.0,,17:09.0,LM - Project Lifecycle,42:47.0,Lifecycle,,,504,FALSE
Duplicate,,,14:55.0,,17:09.0,LM - Project Lifecycle,42:47.0,Lifecycle,,,504,FALSE
Duplicate,,,14:55.0,,17:09.0,LM - Project Lifecycle,42:47.0,Lifecycle,,,504,FALSE
Duplicate,,,14:55.0,,17:09.0,LM - Project Lifecycle,42:47.0,Lifecycle,,,504,FALSE
Duplicate,,,14:55.0,,17:09.0,LM - Project Lifecycle,42:47.0,Lifecycle,,,504,FALSE
Duplicate,,,14:55.0,,17:09.0,LM - Project Lifecycle,42:47.0,Lifecycle,,,504,FALSE
Duplicate,,,14:55.0,,17:09.0,LM - Project Lifecycle,42:47.0,Lifecycle,,,504,FALSE
Duplicate,,,14:55.0,,17:09.0,LM - Project Lifecycle,42:47.0,Lifecycle,,,504,FALSE
Duplicate,,,14:55.0,,17:09.0,LM - Project Lifecycle,42:47.0,Lifecycle,,,504,FALSE
Duplicate,,,14:55.0,,17:09.0,LM - Project Lifecycle,42:47.0,Lifecycle,,,504,FALSE
Fixed,,P3,15:09.0,,41:07.0,LM - Project Lifecycle,48:55.0,Lifecycle,,360,552,FALSE
Fixed,,P3,15:09.0,,41:07.0,LM - Project Lifecycle,48:55.0,Lifecycle,,360,552,FALSE
Fixed,,P3,15:09.0,,41:07.0,LM - Project Lifecycle,48:55.0,Lifecycle,,360,552,FALSE
Fixed,,P3,15:09.0,,41:07.0,LM - Project Lifecycle,48:55.0,Lifecycle,,360,552,FALSE
Fixed,,P3,15:09.0,,41:07.0,LM - Project Lifecycle,48:55.0,Lifecycle,,360,552,FALSE
Fixed,,P3,15:09.0,,41:07.0,LM - Project Lifecycle,48:55.0,Lifecycle,,360,552,FALSE
Fixed,,P3,15:09.0,,41:07.0,LM - Project Lifecycle,48:55.0,Lifecycle,,360,552,FALSE
Fixed,,P3,15:09.0,,41:07.0,LM - Project Lifecycle,48:55.0,Lifecycle,,360,552,FALSE
Fixed,,P3,15:09.0,,41:07.0,LM - Project Lifecycle,48:55.0,Lifecycle,,360,552,FALSE
Fixed,,P3,15:09.0,,41:07.0,LM - Project Lifecycle,48:55.0,Lifecycle,,360,552,FALSE
Fixed,,P3,15:09.0,,41:07.0,LM - Project Lifecycle,48:55.0,Lifecycle,,360,552,FALSE
Fixed,,P3,15:09.0,,41:07.0,LM - Project Lifecycle,48:55.0,Lifecycle,,360,552,FALSE
Fixed,,P3,15:09.0,,41:07.0,LM - Project Lifecycle,48:55.0,Lifecycle,,360,552,FALSE
Fixed,,P3,15:09.0,,41:07.0,LM - Project Lifecycle,48:55.0,Lifecycle,,360,552,FALSE
Fixed,,P3,15:09.0,,41:07.0,LM - Project Lifecycle,48:55.0,Lifecycle,,360,552,FALSE
Fixed,,P3,15:09.0,,41:07.0,LM - Project Lifecycle,48:55.0,Lifecycle,,360,552,FALSE
Fixed,,P3,15:09.0,,41:07.0,LM - Project Lifecycle,48:55.0,Lifecycle,,360,552,FALSE
Fixed,,P3,15:09.0,,41:07.0,LM - Project Lifecycle,48:55.0,Lifecycle,,360,552,FALSE
Fixed,,P3,15:09.0,,41:07.0,LM - Project Lifecycle,48:55.0,Lifecycle,,360,552,FALSE
Fixed,,P3,15:09.0,,41:07.0,LM - Project Lifecycle,48:55.0,Lifecycle,,360,552,FALSE
Fixed,,P3,15:09.0,,41:07.0,LM - Project Lifecycle,48:55.0,Lifecycle,,360,552,FALSE
Fixed,,P3,15:09.0,,41:07.0,LM - Project Lifecycle,48:55.0,Lifecycle,,360,552,FALSE
Fixed,,P3,15:09.0,,41:07.0,LM - Project Lifecycle,48:55.0,Lifecycle,,360,552,FALSE
Fixed,,P3,15:09.0,,41:07.0,LM - Project Lifecycle,48:55.0,Lifecycle,,360,552,FALSE
Fixed,,P3,15:09.0,,41:07.0,LM - Project Lifecycle,48:55.0,Lifecycle,,360,552,FALSE
Fixed,,P3,15:09.0,,41:07.0,LM - Project Lifecycle,48:55.0,Lifecycle,,360,552,FALSE
Fixed,,P3,15:09.0,,41:07.0,LM - Project Lifecycle,48:55.0,Lifecycle,,360,552,FALSE
Fixed,,P3,15:09.0,,41:07.0,LM - Project Lifecycle,48:55.0,Lifecycle,,360,552,FALSE
Fixed,,P3,15:09.0,,41:07.0,LM - Project Lifecycle,48:55.0,Lifecycle,,360,552,FALSE
Fixed,,P3,15:09.0,,41:07.0,LM - Project Lifecycle,48:55.0,Lifecycle,,360,552,FALSE
Fixed,,P3,15:09.0,,41:07.0,LM - Project Lifecycle,48:55.0,Lifecycle,,360,552,FALSE
Fixed,,P3,15:09.0,,41:07.0,LM - Project Lifecycle,48:55.0,Lifecycle,,360,552,FALSE
Fixed,,P3,15:09.0,,41:07.0,LM - Project Lifecycle,48:55.0,Lifecycle,,360,552,FALSE
Fixed,,P3,15:09.0,,41:07.0,LM - Project Lifecycle,48:55.0,Lifecycle,,360,552,FALSE
Fixed,,P3,15:09.0,,41:07.0,LM - Project Lifecycle,48:55.0,Lifecycle,,360,552,FALSE
Fixed,,P3,15:09.0,,41:07.0,LM - Project Lifecycle,48:55.0,Lifecycle,,360,552,FALSE
Fixed,,P3,15:09.0,,41:07.0,LM - Project Lifecycle,48:55.0,Lifecycle,,360,552,FALSE
Fixed,,P3,15:09.0,,41:07.0,LM - Project Lifecycle,48:55.0,Lifecycle,,360,552,FALSE
Fixed,,P3,15:09.0,,41:07.0,LM - Project Lifecycle,48:55.0,Lifecycle,,360,552,FALSE
Fixed,,P3,15:09.0,,41:07.0,LM - Project Lifecycle,48:55.0,Lifecycle,,360,552,FALSE
Fixed,,P3,15:09.0,,41:07.0,LM - Project Lifecycle,48:55.0,Lifecycle,,360,552,FALSE
Fixed,,P3,15:09.0,,41:07.0,LM - Project Lifecycle,48:55.0,Lifecycle,,360,552,FALSE
Fixed,,P3,15:09.0,,41:07.0,LM - Project Lifecycle,48:55.0,Lifecycle,,360,552,FALSE
Fixed,,P3,15:09.0,,41:07.0,LM - Project Lifecycle,48:55.0,Lifecycle,,360,552,FALSE
Fixed,,P3,15:09.0,,41:07.0,LM - Project Lifecycle,48:55.0,Lifecycle,,360,552,FALSE
Fixed,,P3,15:09.0,,41:07.0,LM - Project Lifecycle,48:55.0,Lifecycle,,360,552,FALSE
Fixed,,P3,15:09.0,,41:07.0,LM - Project Lifecycle,48:55.0,Lifecycle,,360,552,FALSE
Fixed,,P3,15:09.0,,41:07.0,LM - Project Lifecycle,48:55.0,Lifecycle,,360,552,FALSE
Fixed,,P3,15:09.0,,41:07.0,LM - Project Lifecycle,48:55.0,Lifecycle,,360,552,FALSE
Fixed,,P3,14:53.0,Web,02:24.0,LM - Project Lifecycle,30:43.0,Lifecycle,,360,504,FALSE
Fixed,,P3,14:53.0,Web,02:24.0,LM - Project Lifecycle,30:43.0,Lifecycle,,360,504,FALSE
Fixed,,P3,14:53.0,Web,02:24.0,LM - Project Lifecycle,30:43.0,Lifecycle,,360,504,FALSE
Fixed,,P3,14:53.0,Web,02:24.0,LM - Project Lifecycle,30:43.0,Lifecycle,,360,504,FALSE
Fixed,,P3,14:53.0,Web,02:24.0,LM - Project Lifecycle,30:43.0,Lifecycle,,360,504,FALSE
Fixed,,P3,14:53.0,Web,02:24.0,LM - Project Lifecycle,30:43.0,Lifecycle,,360,504,FALSE
Fixed,,P3,14:53.0,Web,02:24.0,LM - Project Lifecycle,30:43.0,Lifecycle,,360,504,FALSE
Fixed,,P3,14:53.0,Web,02:24.0,LM - Project Lifecycle,30:43.0,Lifecycle,,360,504,FALSE
Fixed,,P3,14:53.0,Web,02:24.0,LM - Project Lifecycle,30:43.0,Lifecycle,,360,504,FALSE
Fixed,,P3,14:53.0,Web,02:24.0,LM - Project Lifecycle,30:43.0,Lifecycle,,360,504,FALSE
Fixed,,P3,14:53.0,Web,02:24.0,LM - Project Lifecycle,30:43.0,Lifecycle,,360,504,FALSE
Fixed,,P3,14:53.0,Web,02:24.0,LM - Project Lifecycle,30:43.0,Lifecycle,,360,504,FALSE
Fixed,,P3,14:53.0,Web,02:24.0,LM - Project Lifecycle,30:43.0,Lifecycle,,360,504,FALSE
Fixed,,P3,14:53.0,Web,02:24.0,LM - Project Lifecycle,30:43.0,Lifecycle,,360,504,FALSE
Fixed,,P3,14:53.0,Web,02:24.0,LM - Project Lifecycle,30:43.0,Lifecycle,,360,504,FALSE
Fixed,,P3,14:53.0,Web,02:24.0,LM - Project Lifecycle,30:43.0,Lifecycle,,360,504,FALSE
Fixed,,P3,14:53.0,Web,02:24.0,LM - Project Lifecycle,30:43.0,Lifecycle,,360,504,FALSE
Fixed,,P3,14:53.0,Web,02:24.0,LM - Project Lifecycle,30:43.0,Lifecycle,,360,504,FALSE
Fixed,,P3,14:53.0,Web,02:24.0,LM - Project Lifecycle,30:43.0,Lifecycle,,360,504,FALSE
Fixed,,P3,14:53.0,Web,02:24.0,LM - Project Lifecycle,30:43.0,Lifecycle,,360,504,FALSE
Fixed,,P3,14:53.0,Web,02:24.0,LM - Project Lifecycle,30:43.0,Lifecycle,,360,504,FALSE
Fixed,,P3,14:53.0,Web,02:24.0,LM - Project Lifecycle,30:43.0,Lifecycle,,360,504,FALSE
Fixed,,P3,14:53.0,Web,02:24.0,LM - Project Lifecycle,30:43.0,Lifecycle,,360,504,FALSE
Fixed,,P3,14:53.0,Web,02:24.0,LM - Project Lifecycle,30:43.0,Lifecycle,,360,504,FALSE
Fixed,,P2,14:55.0,iOS,18:34.0,LM - Project Lifecycle,43:15.0,Lifecycle,,72,384,FALSE
Fixed,,P2,14:55.0,iOS,18:34.0,LM - Project Lifecycle,43:15.0,Lifecycle,,72,384,FALSE
Fixed,,P2,14:55.0,iOS,18:34.0,LM - Project Lifecycle,43:15.0,Lifecycle,,72,384,FALSE
Fixed,,P2,14:55.0,iOS,18:34.0,LM - Project Lifecycle,43:15.0,Lifecycle,,72,384,FALSE
Fixed,,P2,14:55.0,iOS,18:34.0,LM - Project Lifecycle,43:15.0,Lifecycle,,72,384,FALSE
Fixed,,P2,14:55.0,iOS,18:34.0,LM - Project Lifecycle,43:15.0,Lifecycle,,72,384,FALSE
Fixed,,P2,14:55.0,iOS,18:34.0,LM - Project Lifecycle,43:15.0,Lifecycle,,72,384,FALSE
Fixed,,P2,14:53.0,,16:09.0,LM - Project Lifecycle,41:36.0,Lifecycle,,72,384,FALSE
Fixed,,P2,14:53.0,,16:09.0,LM - Project Lifecycle,41:36.0,Lifecycle,,72,384,FALSE
Fixed,,P2,14:53.0,,16:09.0,LM - Project Lifecycle,41:36.0,Lifecycle,,72,384,FALSE
Fixed,,P2,14:53.0,,16:09.0,LM - Project Lifecycle,41:36.0,Lifecycle,,72,384,FALSE
Fixed,,P2,14:53.0,,16:09.0,LM - Project Lifecycle,41:36.0,Lifecycle,,72,384,FALSE
Fixed,,P2,14:53.0,,16:09.0,LM - Project Lifecycle,41:36.0,Lifecycle,,72,384,FALSE
Fixed,,P2,14:53.0,,16:09.0,LM - Project Lifecycle,41:36.0,Lifecycle,,72,384,FALSE
Fixed,,P2,14:53.0,,16:09.0,LM - Project Lifecycle,41:36.0,Lifecycle,,72,384,FALSE
Fixed,,P2,14:53.0,,16:09.0,LM - Project Lifecycle,41:36.0,Lifecycle,,72,384,FALSE
Fixed,,P2,14:53.0,,16:09.0,LM - Project Lifecycle,41:36.0,Lifecycle,,72,384,FALSE
Fixed,,P2,14:53.0,,16:09.0,LM - Project Lifecycle,41:36.0,Lifecycle,,72,384,FALSE
Fixed,,P2,14:53.0,,16:09.0,LM - Project Lifecycle,41:36.0,Lifecycle,,72,384,FALSE
Fixed,,P2,14:53.0,,16:09.0,LM - Project Lifecycle,41:36.0,Lifecycle,,72,384,FALSE
Fixed,,P2,14:53.0,,16:09.0,LM - Project Lifecycle,41:36.0,Lifecycle,,72,384,FALSE
Fixed,,P2,14:53.0,,16:09.0,LM - Project Lifecycle,41:36.0,Lifecycle,,72,384,FALSE
Fixed,,P2,14:53.0,,16:09.0,LM - Project Lifecycle,41:36.0,Lifecycle,,72,384,FALSE
Fixed,,P2,14:53.0,,16:09.0,LM - Project Lifecycle,41:36.0,Lifecycle,,72,384,FALSE
Fixed,,P2,14:53.0,,16:09.0,LM - Project Lifecycle,41:36.0,Lifecycle,,72,384,FALSE
Fixed,,P2,14:53.0,,16:09.0,LM - Project Lifecycle,41:36.0,Lifecycle,,72,384,FALSE
Fixed,,P2,14:53.0,,16:09.0,LM - Project Lifecycle,41:36.0,Lifecycle,,72,384,FALSE
Fixed,,P2,14:53.0,,16:09.0,LM - Project Lifecycle,41:36.0,Lifecycle,,72,384,FALSE
Fixed,,P2,14:53.0,,16:09.0,LM - Project Lifecycle,41:36.0,Lifecycle,,72,384,FALSE
Fixed,,P2,14:53.0,,16:09.0,LM - Project Lifecycle,41:36.0,Lifecycle,,72,384,FALSE
Fixed,,P2,14:53.0,,16:09.0,LM - Project Lifecycle,41:36.0,Lifecycle,,72,384,FALSE
Fixed,,P2,14:53.0,,16:09.0,LM - Project Lifecycle,41:36.0,Lifecycle,,72,384,FALSE
Fixed,,P2,14:53.0,,16:09.0,LM - Project Lifecycle,41:36.0,Lifecycle,,72,384,FALSE
Fixed,,P2,14:53.0,,16:09.0,LM - Project Lifecycle,41:36.0,Lifecycle,,72,384,FALSE
Fixed,,P2,14:53.0,,16:09.0,LM - Project Lifecycle,41:36.0,Lifecycle,,72,384,FALSE
Fixed,,P2,14:53.0,,16:09.0,LM - Project Lifecycle,41:36.0,Lifecycle,,72,384,FALSE
Fixed,,P2,14:53.0,,16:09.0,LM - Project Lifecycle,41:36.0,Lifecycle,,72,384,FALSE
Fixed,,P2,14:53.0,,16:09.0,LM - Project Lifecycle,41:36.0,Lifecycle,,72,384,FALSE
Fixed,,P2,14:53.0,,16:09.0,LM - Project Lifecycle,41:36.0,Lifecycle,,72,384,FALSE
Fixed,,P2,14:53.0,,16:09.0,LM - Project Lifecycle,41:36.0,Lifecycle,,72,384,FALSE
Fixed,,P2,14:53.0,,16:09.0,LM - Project Lifecycle,41:36.0,Lifecycle,,72,384,FALSE
Fixed,,P2,14:53.0,,16:09.0,LM - Project Lifecycle,41:36.0,Lifecycle,,72,384,FALSE
Fixed,,P2,14:53.0,,16:09.0,LM - Project Lifecycle,41:36.0,Lifecycle,,72,384,FALSE
Fixed,,P2,14:53.0,,16:09.0,LM - Project Lifecycle,41:36.0,Lifecycle,,72,384,FALSE
Fixed,,P2,14:53.0,,16:09.0,LM - Project Lifecycle,41:36.0,Lifecycle,,72,384,FALSE
Fixed,,P2,14:53.0,,16:09.0,LM - Project Lifecycle,41:36.0,Lifecycle,,72,384,FALSE
Fixed,,P2,14:53.0,,16:09.0,LM - Project Lifecycle,41:36.0,Lifecycle,,72,384,FALSE
Fixed,,P2,14:53.0,,16:09.0,LM - Project Lifecycle,41:36.0,Lifecycle,,72,384,FALSE
Fixed,,P2,14:53.0,,16:09.0,LM - Project Lifecycle,41:36.0,Lifecycle,,72,384,FALSE
Fixed,,P2,14:53.0,,16:09.0,LM - Project Lifecycle,41:36.0,Lifecycle,,72,384,FALSE
Fixed,,P2,14:53.0,,16:09.0,LM - Project Lifecycle,41:36.0,Lifecycle,,72,384,FALSE
Fixed,,P4,56:42.0,,56:42.0,LM - Project Lifecycle,46:04.0,Lifecycle,,,11880,FALSE
Fixed,,P4,56:42.0,,56:42.0,LM - Project Lifecycle,46:04.0,Lifecycle,,,11880,FALSE
Fixed,,P4,56:42.0,,56:42.0,LM - Project Lifecycle,46:04.0,Lifecycle,,,11880,FALSE
Done,,,15:08.0,,32:04.0,LM - Project Lifecycle,50:25.0,Lifecycle,,,552,FALSE
Done,,,15:08.0,,32:04.0,LM - Project Lifecycle,50:25.0,Lifecycle,,,552,FALSE
Done,,,15:08.0,,32:04.0,LM - Project Lifecycle,50:25.0,Lifecycle,,,552,FALSE
Done,,,15:08.0,,03:57.0,LM - Project Lifecycle,53:10.0,Lifecycle,,,552,FALSE
Done,,,15:08.0,,03:57.0,LM - Project Lifecycle,53:10.0,Lifecycle,,,552,FALSE
Done,,,15:08.0,,03:57.0,LM - Project Lifecycle,53:10.0,Lifecycle,,,552,FALSE
Done,,,15:08.0,,03:57.0,LM - Project Lifecycle,53:10.0,Lifecycle,,,552,FALSE
Done,,,15:08.0,,03:57.0,LM - Project Lifecycle,53:10.0,Lifecycle,,,552,FALSE
Done,,,15:08.0,,03:57.0,LM - Project Lifecycle,53:10.0,Lifecycle,,,552,FALSE
Done,,,15:08.0,,03:57.0,LM - Project Lifecycle,53:10.0,Lifecycle,,,552,FALSE
Done,,,15:08.0,,03:57.0,LM - Project Lifecycle,53:10.0,Lifecycle,,,552,FALSE
Done,,,15:08.0,,03:57.0,LM - Project Lifecycle,53:10.0,Lifecycle,,,552,FALSE
Done,,,15:08.0,,03:57.0,LM - Project Lifecycle,53:10.0,Lifecycle,,,552,FALSE
Done,,,15:08.0,,03:57.0,LM - Project Lifecycle,53:10.0,Lifecycle,,,552,FALSE
Done,,,15:08.0,,03:57.0,LM - Project Lifecycle,53:10.0,Lifecycle,,,552,FALSE
Done,,,15:08.0,,03:57.0,LM - Project Lifecycle,53:10.0,Lifecycle,,,552,FALSE
Done,,,15:08.0,,03:57.0,LM - Project Lifecycle,53:10.0,Lifecycle,,,552,FALSE
Done,,,15:08.0,,03:57.0,LM - Project Lifecycle,53:10.0,Lifecycle,,,552,FALSE
Done,,,15:08.0,,03:57.0,LM - Project Lifecycle,53:10.0,Lifecycle,,,552,FALSE
Done,,,15:08.0,,03:57.0,LM - Project Lifecycle,53:10.0,Lifecycle,,,552,FALSE
Done,,,15:08.0,,03:57.0,LM - Project Lifecycle,53:10.0,Lifecycle,,,552,FALSE
Done,,,15:08.0,,03:57.0,LM - Project Lifecycle,53:10.0,Lifecycle,,,552,FALSE
Done,,,15:08.0,,03:57.0,LM - Project Lifecycle,53:10.0,Lifecycle,,,552,FALSE
Done,,,15:08.0,,03:57.0,LM - Project Lifecycle,53:10.0,Lifecycle,,,552,FALSE
Done,,,15:08.0,,03:57.0,LM - Project Lifecycle,53:10.0,Lifecycle,,,552,FALSE
Done,,,15:08.0,,03:57.0,LM - Project Lifecycle,53:10.0,Lifecycle,,,552,FALSE
Done,,,15:08.0,,03:57.0,LM - Project Lifecycle,53:10.0,Lifecycle,,,552,FALSE
Done,,,15:08.0,,03:57.0,LM - Project Lifecycle,53:10.0,Lifecycle,,,552,FALSE
Done,,,15:08.0,,03:57.0,LM - Project Lifecycle,53:10.0,Lifecycle,,,552,FALSE
Done,,,15:08.0,,03:57.0,LM - Project Lifecycle,53:10.0,Lifecycle,,,552,FALSE
Done,,,15:08.0,,03:57.0,LM - Project Lifecycle,53:10.0,Lifecycle,,,552,FALSE
Done,,,15:08.0,,03:57.0,LM - Project Lifecycle,53:10.0,Lifecycle,,,552,FALSE
Done,,,15:08.0,,03:57.0,LM - Project Lifecycle,53:10.0,Lifecycle,,,552,FALSE
Done,,,15:08.0,,03:57.0,LM - Project Lifecycle,53:10.0,Lifecycle,,,552,FALSE
Done,,,15:08.0,,03:57.0,LM - Project Lifecycle,53:10.0,Lifecycle,,,552,FALSE
Done,,,15:08.0,,03:57.0,LM - Project Lifecycle,53:10.0,Lifecycle,,,552,FALSE
Done,,,15:08.0,,03:57.0,LM - Project Lifecycle,53:10.0,Lifecycle,,,552,FALSE
Done,,,15:08.0,,03:57.0,LM - Project Lifecycle,53:10.0,Lifecycle,,,552,FALSE
Done,,,15:08.0,,03:57.0,LM - Project Lifecycle,53:10.0,Lifecycle,,,552,FALSE
Done,,,15:08.0,,03:57.0,LM - Project Lifecycle,53:10.0,Lifecycle,,,552,FALSE
Done,,,15:08.0,,03:57.0,LM - Project Lifecycle,53:10.0,Lifecycle,,,552,FALSE
Done,,,15:08.0,,03:57.0,LM - Project Lifecycle,53:10.0,Lifecycle,,,552,FALSE
Done,,P3,12:45.0,,57:45.0,LM - Project Lifecycle,26:34.0,Lifecycle,EUI,360,504,FALSE
Incidentally Fixed,,P3,43:04.0,,10:16.0,CR - Docs Core,28:22.0,Construction Records,,360,24,TRUE
Incidentally Fixed,,P3,43:04.0,,10:16.0,CR - Docs Core,28:22.0,Construction Records,,360,24,TRUE
Fixed,,P2,43:03.0,,44:36.0,CR - Docs Core,43:53.0,Construction Records,,72,24,TRUE
Fixed,,P2,43:03.0,,44:36.0,CR - Docs Core,43:53.0,Construction Records,,72,24,TRUE
Fixed,,P2,43:03.0,,44:36.0,CR - Docs Core,43:53.0,Construction Records,,72,24,TRUE
Fixed,,P2,43:03.0,,44:36.0,CR - Docs Core,43:53.0,Construction Records,,72,24,TRUE
Fixed,,P2,43:03.0,,44:36.0,CR - Docs Core,43:53.0,Construction Records,,72,24,TRUE
Fixed,,P2,43:03.0,,44:36.0,CR - Docs Core,43:53.0,Construction Records,,72,24,TRUE
Fixed,,P2,43:03.0,,44:36.0,CR - Docs Core,43:53.0,Construction Records,,72,24,TRUE
Fixed,,P2,43:03.0,,44:36.0,CR - Docs Core,43:53.0,Construction Records,,72,24,TRUE
Fixed,,P2,43:02.0,,48:22.0,CR - Docs Core,46:13.0,Construction Records,,72,24,TRUE
Fixed,,P2,43:02.0,,48:22.0,CR - Docs Core,46:13.0,Construction Records,,72,24,TRUE
Fixed,,P3,43:02.0,,54:06.0,CR - Docs Core,56:06.0,Construction Records,,360,672,FALSE
Fixed,,P3,43:02.0,,54:06.0,CR - Docs Core,56:06.0,Construction Records,,360,672,FALSE
Fixed,,P3,43:02.0,,54:06.0,CR - Docs Core,56:06.0,Construction Records,,360,672,FALSE
Fixed,,P3,43:02.0,,54:06.0,CR - Docs Core,56:06.0,Construction Records,,360,672,FALSE
Fixed,,P3,43:02.0,,54:06.0,CR - Docs Core,56:06.0,Construction Records,,360,672,FALSE
Fixed,,P3,43:02.0,,54:06.0,CR - Docs Core,56:06.0,Construction Records,,360,672,FALSE
Fixed,,P3,43:02.0,,54:06.0,CR - Docs Core,56:06.0,Construction Records,,360,672,FALSE
Fixed,,P3,43:02.0,,54:06.0,CR - Docs Core,56:06.0,Construction Records,,360,672,FALSE
Fixed,,P3,43:02.0,,54:06.0,CR - Docs Core,56:06.0,Construction Records,,360,672,FALSE
Fixed,,P3,43:02.0,,54:06.0,CR - Docs Core,56:06.0,Construction Records,,360,672,FALSE
Fixed,,P2,58:00.0,Windows,06:13.0,FR - Frameworks,04:02.0,Frameworks,,72,480,FALSE
Fixed,,P2,58:00.0,Windows,06:13.0,FR - Frameworks,04:02.0,Frameworks,,72,480,FALSE
Fixed,,P2,58:00.0,Windows,06:13.0,FR - Frameworks,04:02.0,Frameworks,,72,480,FALSE
Fixed,,P2,58:00.0,Windows,06:13.0,FR - Frameworks,04:02.0,Frameworks,,72,480,FALSE
Fixed,,P2,58:00.0,Windows,06:13.0,FR - Frameworks,04:02.0,Frameworks,,72,480,FALSE
Fixed,,P2,58:00.0,Windows,06:13.0,FR - Frameworks,04:02.0,Frameworks,,72,480,FALSE
Fixed,,P2,58:00.0,Windows,06:13.0,FR - Frameworks,04:02.0,Frameworks,,72,480,FALSE
Fixed,,P2,58:00.0,Windows,06:13.0,FR - Frameworks,04:02.0,Frameworks,,72,480,FALSE
