ISSUE_KEY,RESOLUTION,PRODUCT,SEVERITY,UPDATED_TIMESTAMP,PLATFORM,RESOLVED_TIMESTAMP,GROUP_NAMES_SEPARATED,CREATED_TIMESTAMP,COE_NAMES_SEPARATED_COPY,EUI_OR_SIB,RESOLUTION_TIME,HOUR_TO_COMPLETION,CASE WHEN HOUR_TO_COMPLETION IS NOT NULL AND HOUR_TO_COMPLETION <= RESOLUTION_TIME THEN TRUE ELSE FALSE END
ACSADMIN-673,Done,,,Feb-21,,Sep-20,,Aug-20,Enterprise,,,1368,FALSE
ACSADMIN-777,Done,,P4,Feb-21,Web,Sep-20,,Sep-20,Enterprise,,,216,FALSE
ACSADMIN-764,Done,,,Feb-21,,Sep-20,,Aug-20,,,,840,FALSE
ASSETS-1954,Duplicate,Assets,,Mar-21,,Sep-20,LM - Asset Lifecycle,Aug-20,Lifecycle,,,480,FALSE
SCMP-1391,Fixed,,P2,Mar-21,Android,Sep-20,FR - Frameworks,Aug-20,Frameworks,,72,456,FALSE
FORMS-4019,Won't Fix,,P3,Mar-21,Web,Sep-20,FC - Field Forms,Dec-19,Field Collaboration,,360,6960,FALSE
BUIS-351,Won't Fix,Issues,,Mar-21,"iOS,Android,Windows",Sep-20,FC - Field Progress,Aug-20,Field Collaboration,,,1104,FALSE
ALEX-38422,Fixed,Document Viewing,P4,Mar-21,Web,Sep-20,CR - Docs Core,Sep-20,Construction Records,,,504,FALSE
BIMR-4690,Done,Reporting,,Mar-21,,Sep-20,CS - Data Delivery,Mar-20,Enterprise,,,3864,FALSE
SCPJM-5940,Done,Schedule,,Mar-21,Backend,Sep-20,PC - Project Management,Jul-20,Project Controls,,,1080,FALSE
BLMV-4496,Fixed,Web Viewing,,Mar-21,,Sep-20,CR - Record Consumption,Aug-20,Construction Records,,,912,FALSE
BIMR-4412,Done,Reporting,,Mar-21,,Sep-20,CS - Data Delivery,Jan-20,Enterprise,,,5520,FALSE
SVN-1253,Fixed,,P3,Mar-21,Web,Sep-20,FC - Field Progress,Apr-20,Field Collaboration,,360,3024,FALSE
SCPJM-6323,Done,Meeting Minutes,,Mar-21,"Web,Backend",Sep-20,PC - Project Management,Aug-20,Project Controls,,,840,FALSE
SCPJM-4329,Done,,P4,Mar-21,Backend,Sep-20,PC - Project Management,May-20,Project Controls,,,2904,FALSE
FORMS-4898,Done,Forms,,Mar-21,,Sep-20,FC - Field Forms,Feb-20,Field Collaboration,,,4656,FALSE
ALEX-37922,Fixed,,P3,Mar-21,,Sep-20,CR - Docs Core,Aug-20,Construction Records,,360,816,FALSE
RELOPS-2329,Won't Fix,,,Mar-21,,Sep-20,EI - Infrastructure,Jan-20,Frameworks,,,5472,FALSE
SVN-1655,Fixed,,P3,Mar-21,Backend,Sep-20,FC - Field Progress,Jun-20,Field Collaboration,,360,2376,FALSE
ALEX-38256,Fixed,,P4,Mar-21,,Sep-20,CR - Docs Core,Sep-20,Construction Records,,,24,FALSE
KRAANG-4211,Done,,,Mar-21,Web,Sep-20,CR - Docs Core,Jul-20,Construction Records,,,1608,FALSE
SCPJM-7302,Done,,,Mar-21,Web,Sep-20,PC - Project Management,Sep-20,Project Controls,,,0,FALSE
ASSETS-607,Done,Assets,,Mar-21,,Sep-20,LM - Asset Lifecycle,Jan-20,Lifecycle,,,5232,FALSE
SCCOM-5596,Done,Issues,,Mar-21,,Sep-20,CS - Common Services,Jun-20,Common Services,,,2016,FALSE
SVN-1339,Fixed,,P3,Mar-21,Backend,Sep-20,FC - Field Progress,May-20,Field Collaboration,,360,2880,FALSE
BUIS-360,Won't Do,Issues,,Mar-21,"Web,Backend",Sep-20,FC - Field Progress,Aug-20,Field Collaboration,,,1056,FALSE
NGF-715,Fixed,NGF Talentica,P3,Mar-21,iOS,Sep-20,FC - Field Forms,May-20,Field Collaboration,,360,3024,FALSE
ALEX-37644,Duplicate,,P3,Mar-21,,Sep-20,CR - Docs Core,Jul-20,Construction Records,,360,1320,FALSE
SCCOM-5527,Done,,,Mar-21,Web,Sep-20,CS - Common Services,Jun-20,Common Services,,,1704,FALSE
FLUENT-5161,Fixed,,,Mar-21,,Sep-20,B4C - Collaborate,Aug-20,BIM for Construction,,,816,FALSE
CS-41267,Fixed,,,Mar-21,Web,Sep-20,WBP - Classic Products,Sep-20,Work Breakdown & Planning,,,48,FALSE
SCMP-571,Done,Platform,,Mar-21,,Sep-20,FR - Frameworks,Feb-20,Frameworks,,,5016,FALSE
FORMS-6325,Done,Forms,,Mar-21,"Web,    iOS,Android,Windows,Backend",Sep-20,FC - Field Forms,Aug-20,Field Collaboration,,,672,FALSE
SCMP-1643,Fixed,,P4,Mar-21,iOS,Sep-20,FR - Frameworks,Sep-20,Frameworks,,,120,FALSE
ALEX-37547,Duplicate,,P3,Mar-21,,Sep-20,CR - Docs Core,Jul-20,Construction Records,,360,1512,FALSE
ACSDOINT-326,Done,,,Mar-21,,Sep-20,EI - Infrastructure,Jan-20,Frameworks,,,5448,FALSE
STOPS-238,Done,,,Mar-21,,Sep-20,EI - Infrastructure,Jan-20,Frameworks,,,5520,FALSE
KRAANG-4188,Fixed,,P3,Mar-21,Web,Sep-20,CR - Docs Core,Jul-20,Construction Records,,360,1440,FALSE
SCPJM-6836,Done,,,Mar-21,Web,Sep-20,PC - Project Management,Aug-20,Project Controls,,,144,FALSE
SCPJM-6360,Done,Meeting Minutes,,Mar-21,"iOS,Android",Sep-20,PC - Project Management,Aug-20,Project Controls,,,1392,FALSE
RELOPS-2421,Fixed,Infrastructure,,Mar-21,,Sep-20,EI - Infrastructure,Mar-20,Frameworks,,,4536,FALSE
BIMR-4415,Done,Reporting,,Mar-21,,Sep-20,CS - Data Delivery,Jan-20,Enterprise,,,5520,FALSE
ACSD-4073,Done,BIM 360 Docs,,Mar-21,Web,Sep-20,CR - Docs Core,Aug-20,Construction Records,,,960,FALSE
SCPJM-3712,Done,RFIs,,Mar-21,Web,Sep-20,PC - Project Management,Apr-20,Project Controls,,,3936,FALSE
RELOPS-2330,Won't Fix,,,Mar-21,,Sep-20,EI - Infrastructure,Jan-20,Frameworks,,,5304,FALSE
SCCOM-6228,Done,,,Mar-21,Backend,Sep-20,CS - Common Services,Aug-20,Common Services,,,312,FALSE
ACSDEPLOY-145,Won't Do,Infrastructure,,Mar-21,,Sep-20,EI - Infrastructure,Aug-20,Frameworks,,,432,FALSE
SVN-2371,Fixed,,P3,Mar-21,Web,Sep-20,FC - Field Progress,Sep-20,Field Collaboration,,360,24,TRUE
ACSD-3789,Done,Document Management,,Mar-21,Web,Sep-20,CR - Docs Core,Jul-20,Construction Records,,,1248,FALSE
ALEX-37756,Fixed,,P2,Mar-21,,Sep-20,CR - Docs Core,Jul-20,Construction Records,,72,576,FALSE
KRAANG-4398,By Design,,P3,Mar-21,"Web,    iOS,Android,Windows",Sep-20,CR - Docs Core,Sep-20,Construction Records,,360,24,TRUE
ALEX-37522,User Error,,P3,Mar-21,,Sep-20,CR - Docs Core,Jun-20,Construction Records,,360,1728,FALSE
ACSDOINT-327,Done,,,Mar-21,,Sep-20,EI - Infrastructure,Jan-20,Frameworks,,,5448,FALSE
NGF-1227,Fixed,Checklists,P3,Mar-21,iOS,Sep-20,FC - Field Forms,Jul-20,Field Collaboration,,360,1488,FALSE
FLUENT-5074,Fixed,,P2,Mar-21,,Sep-20,B4C - Collaborate,Jul-20,BIM for Construction,,72,1104,FALSE
CS-41732,By Design,,P4,Mar-21,Web,Sep-20,WBP - Classic Products,Sep-20,Work Breakdown & Planning,,,168,FALSE
AUTOPLAT-1024,Done,Infrastructure,,Mar-21,,Sep-20,QA & Test Automation,Apr-20,Frameworks,,,3768,FALSE
ACSD-854,Duplicate,Sheet Management,,Mar-21,Web,Sep-20,CR - Docs Core,Feb-20,Construction Records,,,5232,FALSE
ACSD-1291,Done,Project Templates,,Mar-21,Web,Sep-20,CR - Docs Core,Dec-19,Construction Records,,,6384,FALSE
SCPJM-4108,Done,Meeting Minutes,,Mar-21,iOS,Sep-20,PC - Project Management,May-20,Project Controls,,,3384,FALSE
FORMS-6411,Fixed,,P2,Mar-21,iOS,Sep-20,FC - Field Forms,Sep-20,Field Collaboration,,72,96,FALSE
BIMR-4438,Fixed,Reporting,,Mar-21,,Sep-20,CS - Data Delivery,Jan-20,Enterprise,,,5328,FALSE
MBIM-11494,Done,,,Mar-21,,Sep-20,CR - Record Consumption,Aug-20,Construction Records,,,1056,FALSE
STOPS-975,Done,Infrastructure,,Mar-21,,Sep-20,EI - Infrastructure,Aug-20,Frameworks,,,336,FALSE
FORMS-4901,Won't Do,Forms,,Mar-21,,Sep-20,FC - Field Forms,Feb-20,Field Collaboration,,,4656,FALSE
BLMV-4616,Duplicate,,P4,Mar-21,,Sep-20,CR - Record Consumption,Sep-20,Construction Records,,,288,FALSE
CRMV-543,Fixed,,P4,Mar-21,Windows,Sep-20,CR - Record Consumption,Sep-20,Construction Records,,,120,FALSE
SCPJM-5939,Done,Schedule,,Mar-21,Web,Sep-20,PC - Project Management,Jul-20,Project Controls,,,1488,FALSE
BIMR-4462,Done,Reporting,,Mar-21,,Sep-20,CS - Data Delivery,Feb-20,Enterprise,,,5184,FALSE
ASSETS-559,Done,Assets,,Mar-21,,Sep-20,LM - Asset Lifecycle,Jan-20,Lifecycle,,,5544,FALSE
PT-382,Done,Progress Tracking,,Mar-21,,Sep-20,FC - Field Progress,Jun-20,Field Collaboration,,,1872,FALSE
KRAANG-3366,Fixed,,,Mar-21,,Sep-20,CR - Docs Core,Jan-20,Construction Records,,,6192,FALSE
ASSETS-572,Done,Assets,,Mar-21,,Sep-20,LM - Asset Lifecycle,Jan-20,Lifecycle,,,5352,FALSE
NGF-1371,Fixed,Checklists,P2,Mar-21,Web,Sep-20,FC - Field Forms,Aug-20,Field Collaboration,,72,264,FALSE
ACSADMIN-658,Done,,,Apr-21,,Sep-20,,Jul-20,Enterprise,,,888,FALSE
MBIM-11496,Done,,P3,Apr-21,iOS,Sep-20,CR - Record Consumption,Aug-20,Construction Records,,360,1008,FALSE
MBIM-11498,Done,,P3,Apr-21,iOS,Sep-20,CR - Record Consumption,Aug-20,Construction Records,,360,1080,FALSE
ACSADMIN-632,Done,,,Apr-21,,Sep-20,,Jul-20,Work Breakdown & Planning,,,1488,FALSE
BUIS-324,Done,Issues,,Apr-21,,Sep-20,FC - Field Progress,Aug-20,Field Collaboration,,,1128,FALSE
NGF-1325,Fixed,NGF Talentica,P2,Apr-21,iOS,Sep-20,FC - Field Forms,Aug-20,Field Collaboration,,72,744,FALSE
SCCOM-5550,Done,,,Apr-21,Web,Sep-20,CS - Common Services,Jun-20,Common Services,,,1656,FALSE
ALEX-38372,Fixed,,P4,Apr-21,Web,Sep-20,CR - Docs Core,Sep-20,Construction Records,,,0,FALSE
NGF-1072,Fixed,BIM 360 Docs,P3,Apr-21,iOS,Sep-20,FC - Field Forms,Jul-20,Field Collaboration,,360,1992,FALSE
NGF-1266,Fixed,Checklists,P3,Apr-21,Android,Sep-20,FC - Field Forms,Aug-20,Field Collaboration,,360,696,FALSE
ALEX-38373,Fixed,,P4,Apr-21,Web,Sep-20,CR - Docs Core,Sep-20,Construction Records,,,288,FALSE
MBIM-11444,Done,,,Apr-21,,Sep-20,CR - Record Consumption,Jun-20,Construction Records,,,2592,FALSE
ALEX-37730,Code Fix Needed,,P3,Apr-21,,Sep-20,CR - Docs Core,Jul-20,Construction Records,,360,1080,FALSE
MBIM-11517,Done,Issues,P3,Apr-21,iOS,Sep-20,CR - Record Consumption,Aug-20,Construction Records,,360,1176,FALSE
CS-40959,Done,,,Apr-21,,Sep-20,WBP - Classic Products,Aug-20,Work Breakdown & Planning,,,432,FALSE
FORMS-6502,Fixed,,P4,May-21,iOS,Sep-20,FC - Field Forms,Sep-20,Field Collaboration,,,24,FALSE
NGF-1171,Fixed,Issues,P3,Jul-21,iOS,Sep-20,FC - Field Forms,Jul-20,Field Collaboration,,360,1536,FALSE
WPLT-486,Done,Platform,,Aug-21,,Sep-20,FR - Frameworks,Mar-20,Frameworks,,,4152,FALSE
ACSPG-1151,Won't Fix,,P4,Nov-21,Web,Sep-20,FR - Admin,Sep-20,Frameworks,,,144,FALSE
ALEX-38494,Done,,P4,Jan-22,Web,Sep-20,CR - Docs Core,Sep-20,Construction Records,,,24,FALSE
ALEX-38168,Fixed,,P3,Jan-22,,Sep-20,CR - Docs Core,Aug-20,Construction Records,,360,600,FALSE
ALEX-38038,Fixed,,P3,Jan-22,,Sep-20,CR - Docs Core,Aug-20,Construction Records,,360,312,TRUE
ALEX-38288,Fixed,,P4,Jan-22,Web,Sep-20,CR - Docs Core,Sep-20,Construction Records,,,312,FALSE
ALEX-38152,Fixed,,P4,Jan-22,Backend,Sep-20,CR - Docs Core,Sep-20,Construction Records,,,648,FALSE
ALEX-37827,Won't Fix,,P4,Jan-22,,Sep-20,CR - Docs Core,Aug-20,Construction Records,,,720,FALSE
ALEX-38170,Fixed,,P4,Jan-22,Web,Sep-20,CR - Docs Core,Sep-20,Construction Records,,,480,FALSE
ALEX-38066,Fixed,,P3,Jan-22,,Sep-20,CR - Docs Core,Aug-20,Construction Records,,360,168,TRUE
NGF-213,Fixed,NGF Talentica,,Oct-20,,Oct-20,FC - Field Forms,Feb-20,Field Collaboration,,,5688,FALSE
SCMP-1302,Done,,,Oct-20,,Oct-20,FR - Frameworks,Jul-20,Frameworks,,,2040,FALSE
SCMP-1292,Done,,,Oct-20,,Oct-20,FR - Frameworks,Jul-20,Frameworks,,,2064,FALSE
NGF-380,Done,TLV Mobile Collective,,Oct-20,,Oct-20,FC - Field Forms,Mar-20,Field Collaboration,,,4896,FALSE
BRDT-931,Fixed,BIM 360,P4,Oct-20,Web,Oct-20,,Oct-20,,,,72,FALSE
AV1-50,Won't Fix,,P3,Oct-20,iOS,Oct-20,,Dec-19,,,360,7584,FALSE
BIMCAS-9481,Done,,,Oct-20,,Oct-20,B4C - Coordinate,May-20,BIM for Construction,,,4080,FALSE
NGF-300,Deferred,NGF Forms,,Oct-20,,Oct-20,FC - Field Forms,Mar-20,Field Collaboration,,,5328,FALSE
NGF-760,Deferred,NGF Talentica,,Oct-20,,Oct-20,FC - Field Forms,May-20,Field Collaboration,,,3552,FALSE
NGF-255,Done,NGF Talentica,,Oct-20,,Oct-20,FC - Field Forms,Mar-20,Field Collaboration,,,5376,FALSE
BRDT-944,Duplicate,BIM 360,,Oct-20,Web,Oct-20,,Oct-20,,,,24,FALSE
NGF-299,Done,TLV Mobile Collective,,Oct-20,,Oct-20,FC - Field Forms,Mar-20,Field Collaboration,,,5328,FALSE
BIMCAS-10361,Done,,,Oct-20,,Oct-20,B4C - Coordinate,Aug-20,BIM for Construction,,,1608,FALSE
ACSADMIN-862,Done,,P4,Feb-21,Web,Oct-20,,Oct-20,Enterprise,,,312,FALSE
ACSADMIN-794,Done,,P4,Feb-21,Web,Oct-20,,Sep-20,,,,408,FALSE
ACSADMIN-843,Not a Bug,,P4,Feb-21,Web,Oct-20,,Oct-20,,,,120,FALSE
ACSAA-2014,Done,,P4,Feb-21,Web,Oct-20,,Oct-20,,,,144,FALSE
ACSADMIN-892,Duplicate,,P4,Feb-21,Web,Oct-20,,Oct-20,,,,0,FALSE
BIMR-5470,Duplicate,,,Mar-21,Web,Oct-20,CS - Data Delivery,Oct-20,Enterprise,,,120,FALSE
PT-406,Done,Progress Tracking,,Mar-21,,Oct-20,FC - Field Progress,Jun-20,Field Collaboration,,,2736,FALSE
SCPJM-6349,Done,Meeting Minutes,,Mar-21,Web,Oct-20,PC - Project Management,Aug-20,Project Controls,,,1416,FALSE
FORMS-5013,Done,Forms,,Mar-21,"Web,Backend",Oct-20,FC - Field Forms,Mar-20,Field Collaboration,,,4752,FALSE
ALEX-38557,Fixed,,P4,Mar-21,Web,Oct-20,CR - Docs Core,Oct-20,Construction Records,,,456,FALSE
BIMR-5428,Done,Insight Reports,P4,Mar-21,Web,Oct-20,CS - Data Delivery,Sep-20,Enterprise,,,720,FALSE
CS-40033,Fixed,,,Mar-21,,Oct-20,WBP - Classic Products,Jun-20,Work Breakdown & Planning,,,2928,FALSE
SVN-2457,Duplicate,,P4,Mar-21,Web,Oct-20,FC - Field Progress,Oct-20,Field Collaboration,,,0,FALSE
SCCOM-6189,Fixed,APIs,,Mar-21,,Oct-20,CS - Common Services,Aug-20,Common Services,,,1320,FALSE
SCPJM-4107,Done,Meeting Minutes,,Mar-21,Android,Oct-20,PC - Project Management,May-20,Project Controls,,,3576,FALSE
ALEX-38394,Fixed,Document Management,P4,Mar-21,Web,Oct-20,CR - Docs Core,Sep-20,Construction Records,,,504,FALSE
NGF-1519,Fixed,Checklists,P3,Mar-21,Web,Oct-20,FC - Field Forms,Sep-20,Field Collaboration,,360,528,FALSE
FLUENT-5222,By Design,,P4,Mar-21,Web,Oct-20,B4C - Collaborate,Sep-20,BIM for Construction,,,408,FALSE
AUTOPLAT-1255,Known Error,,,Mar-21,,Oct-20,QA & Test Automation,Aug-20,Frameworks,,,1536,FALSE
KRAANG-3391,Done,Sheet Management,,Mar-21,Web,Oct-20,CR - Docs Core,Jan-20,Construction Records,,,6264,FALSE
SCPJM-6353,Done,Meeting Minutes,,Mar-21,"Web,    iOS,Android,Backend",Oct-20,PC - Project Management,Aug-20,Project Controls,,,1896,FALSE
ACSC-181,Done,Cost,,Mar-21,Web,Oct-20,PC - Financials,Jul-20,Project Controls,,,2520,FALSE
UL-1771,Done,,,Mar-21,,Oct-20,LM - User Lifecycle,Dec-19,Lifecycle,,,7536,FALSE
FLUENT-5200,Won't Fix,,P3,Mar-21,,Oct-20,B4C - Collaborate,Aug-20,BIM for Construction,,360,1176,FALSE
SCPJM-2929,Done,,P3,Mar-21,"iOS,Android",Oct-20,PC - Project Management,Feb-20,Project Controls,,360,5472,FALSE
PT-479,Deferred,Progress Tracking,,Mar-21,,Oct-20,FC - Field Progress,Aug-20,Field Collaboration,,,1824,FALSE
BUIS-381,Won't Fix,,,Mar-21,,Oct-20,FC - Field Progress,Dec-19,Field Collaboration,,,7704,FALSE
SCCOM-5643,Done,Issues,,Mar-21,,Oct-20,CS - Common Services,Jun-20,Common Services,,,2664,FALSE
NGF-1737,Duplicate,Issues,P4,Mar-21,Web,Oct-20,FC - Field Forms,Oct-20,Field Collaboration,,,120,FALSE
ALEX-38632,Done,,P4,Mar-21,,Oct-20,CR - Docs Core,Oct-20,Construction Records,,,96,FALSE
ACSC-328,Done,Cost,,Mar-21,Web,Oct-20,PC - Financials,May-20,Project Controls,,,3744,FALSE
CS-41275,By Design,BIM 360 Field Classic,P4,Mar-21,Web,Oct-20,WBP - Classic Products,Sep-20,Work Breakdown & Planning,,,912,FALSE
KRAANG-3847,Fixed,,P4,Mar-21,,Oct-20,CR - Docs Core,Apr-20,Construction Records,,,4584,FALSE
AV2-1535,Done,,P3,Mar-21,iOS,Oct-20,CR - Record Consumption,Sep-20,Construction Records,,360,840,FALSE
SVN-2623,Won't Fix,,P4,Mar-21,iOS,Oct-20,FC - Field Progress,Oct-20,Field Collaboration,,,0,FALSE
NGF-972,Cannot Reproduce,Checklists,P3,Mar-21,iOS,Oct-20,FC - Field Forms,Apr-20,Field Collaboration,,360,4320,FALSE
SCPJM-2789,Done,RFIs,,Mar-21,"Web,Backend",Oct-20,PC - Project Management,Feb-20,Project Controls,,,5664,FALSE
PT-482,Deferred,Progress Tracking,,Mar-21,,Oct-20,FC - Field Progress,Aug-20,Field Collaboration,,,1824,FALSE
SCCOM-4567,Done,Notifications,,Mar-21,,Oct-20,CS - Common Services,Jan-20,Common Services,,,6552,FALSE
MBIM-11584,Done,,P4,Mar-21,iOS,Oct-20,CR - Record Consumption,Oct-20,Construction Records,,,144,FALSE
SCPJM-7574,Done,,P4,Mar-21,Backend,Oct-20,PC - Project Management,Oct-20,Project Controls,,,24,FALSE
MBIM-11499,Done,,P4,Mar-21,Android,Oct-20,CR - Record Consumption,Aug-20,Construction Records,,,1056,FALSE
PT-491,Deferred,Progress Tracking,,Mar-21,,Oct-20,FC - Field Progress,Aug-20,Field Collaboration,,,1824,FALSE
ACSD-3945,Done,Quantify Docs and Sheets,,Mar-21,Web,Oct-20,CR - Docs Core,Aug-20,Construction Records,,,1680,FALSE
SCPJM-6355,Done,Meeting Minutes,,Mar-21,"iOS,Android,Backend",Oct-20,PC - Project Management,Aug-20,Project Controls,,,1824,FALSE
FORMS-4897,Fixed,,,Mar-21,,Oct-20,FC - Field Forms,Feb-20,Field Collaboration,,,5688,FALSE
CS-41272,Fixed,,P4,Mar-21,,Oct-20,WBP - Classic Products,Sep-20,Work Breakdown & Planning,,,1128,FALSE
RELOPS-2948,Done,Infrastructure,,Mar-21,,Oct-20,EI - Infrastructure,Aug-20,Frameworks,,,1680,FALSE
SVN-2411,Fixed,,P4,Mar-21,Windows,Oct-20,FC - Field Progress,Sep-20,Field Collaboration,,,648,FALSE
PGWIN-4922,Cannot Reproduce,,P2,Mar-21,Windows,Oct-20,FR - Frameworks,Dec-19,Frameworks,,72,4992,FALSE
PT-488,Deferred,Progress Tracking,,Mar-21,,Oct-20,FC - Field Progress,Aug-20,Field Collaboration,,,1824,FALSE
SCMP-1823,Fixed,,P4,Mar-21,Windows,Oct-20,FR - Frameworks,Oct-20,Frameworks,,,168,FALSE
SVN-2436,Duplicate,,P4,Mar-21,Web,Oct-20,FC - Field Progress,Oct-20,Field Collaboration,,,0,FALSE
I18N-239,Fixed,,,Mar-21,,Oct-20,EI - Ecosystem,Dec-19,Ecosystem & Infrastructure,,,7224,FALSE
PJL-3290,Fixed,,P4,Mar-21,Web,Oct-20,LM - Project Lifecycle,Sep-20,Lifecycle,,,696,FALSE
SCCOM-5559,Fixed,APIs,,Mar-21,,Oct-20,CS - Common Services,Jun-20,Common Services,,,2568,FALSE
SCPJM-4382,Done,,P3,Mar-21,Web,Oct-20,PC - Project Management,Jan-20,Project Controls,,360,6720,FALSE
ALEX-38621,Fixed,,P4,Mar-21,,Oct-20,CR - Docs Core,Oct-20,Construction Records,,,192,FALSE
PJL-2378,Done,Project Bridge,,Mar-21,,Oct-20,LM - Project Lifecycle,Feb-20,Lifecycle,,,5616,FALSE
SVN-2032,Done,Photos,,Mar-21,,Oct-20,FC - Field Progress,Aug-20,Field Collaboration,,,1824,FALSE
KRAANG-4292,Fixed,,P3,Mar-21,iOS,Oct-20,CR - Docs Core,Apr-20,Construction Records,,360,4200,FALSE
ALEX-37774,Done,BIM 360 Docs,,Mar-21,Web,Oct-20,CR - Docs Core,Aug-20,Construction Records,,,2112,FALSE
SCCOM-6257,Fixed,APIs,,Mar-21,Backend,Oct-20,CS - Common Services,Aug-20,Common Services,,,1128,FALSE
SCCOM-4565,Fixed,APIs,,Mar-21,,Oct-20,CS - Common Services,Jan-20,Common Services,,,6360,FALSE
ALEX-38291,Fixed,,P4,Mar-21,,Oct-20,CR - Docs Core,Sep-20,Construction Records,,,984,FALSE
ALEX-38515,Fixed,,P4,Mar-21,Web,Oct-20,CR - Docs Core,Oct-20,Construction Records,,,312,FALSE
SVN-2380,Fixed,,P4,Mar-21,Web,Oct-20,FC - Field Progress,Sep-20,Field Collaboration,,,552,FALSE
CS-39923,Done,,,Mar-21,,Oct-20,WBP - Classic Products,Jun-20,Work Breakdown & Planning,,,2856,FALSE
FORMS-6366,Fixed,,P4,Mar-21,Web,Oct-20,FC - Field Forms,Aug-20,Field Collaboration,,,864,FALSE
KRAANG-4388,Cannot Reproduce,,P4,Mar-21,Web,Oct-20,CR - Docs Core,Sep-20,Construction Records,,,456,FALSE
MBIM-11415,Done,,,Mar-21,,Oct-20,CR - Record Consumption,Apr-20,Construction Records,,,4248,FALSE
KRAANG-4436,Fixed,,P4,Mar-21,Web,Oct-20,CR - Docs Core,Oct-20,Construction Records,,,24,FALSE
CS-41757,Fixed,,,Mar-21,Web,Oct-20,WBP - Classic Products,Oct-20,Work Breakdown & Planning,,,144,FALSE
CS-41333,Done,BIM 360 Field Classic,P4,Mar-21,iOS,Oct-20,WBP - Classic Products,Sep-20,Work Breakdown & Planning,,,840,FALSE
ACSC-358,Done,Cost,,Mar-21,Web,Oct-20,PC - Financials,Aug-20,Project Controls,,,1728,FALSE
CS-39654,Done,,,Mar-21,,Oct-20,WBP - Classic Products,Jun-20,Work Breakdown & Planning,,,3384,FALSE
FORMS-4944,Done,,,Mar-21,Web,Oct-20,FC - Field Forms,Mar-20,Field Collaboration,,,5544,FALSE
FORMS-6438,Fixed,,P4,Mar-21,Web,Oct-20,FC - Field Forms,Sep-20,Field Collaboration,,,888,FALSE
SCPJM-5947,Done,Schedule,,Mar-21,"Web,Backend",Oct-20,PC - Project Management,Jul-20,Project Controls,,,2160,FALSE
ALEX-38511,Fixed,,P4,Mar-21,Web,Oct-20,CR - Docs Core,Sep-20,Construction Records,,,312,FALSE
BIMCAS-10081,Done,BIM Data Services,,Mar-21,,Oct-20,B4C - Collaborate,Jul-20,BIM for Construction,,,2592,FALSE
SVN-1213,Incidentally Fixed,,P3,Mar-21,Web,Oct-20,FC - Field Progress,Apr-20,Field Collaboration,,360,4152,FALSE
SCCOM-5974,Fixed,APIs,,Mar-21,,Oct-20,CS - Common Services,Aug-20,Common Services,,,1704,FALSE
PT-487,Deferred,Progress Tracking,,Mar-21,,Oct-20,FC - Field Progress,Aug-20,Field Collaboration,,,1824,FALSE
SCCOM-5296,Done,Notifications,,Mar-21,,Oct-20,CS - Common Services,Jun-20,Common Services,,,3000,FALSE
SCPJM-3889,Done,,P3,Mar-21,Web,Oct-20,PC - Project Management,Apr-20,Project Controls,,360,4248,FALSE
NGF-444,Fixed,NGF Talentica,P4,Mar-21,iOS,Oct-20,FC - Field Forms,Apr-20,Field Collaboration,,,4584,FALSE
SCCOM-6018,Fixed,APIs,,Mar-21,,Oct-20,CS - Common Services,Aug-20,Common Services,,,1632,FALSE
NGF-1667,Fixed,Checklists,P4,Mar-21,Web,Oct-20,FC - Field Forms,Oct-20,Field Collaboration,,,240,FALSE
CRMV-108,More Specific Information,,,Mar-21,,Oct-20,CR - Record Consumption,Apr-20,Construction Records,,,4824,FALSE
SVN-1831,Fixed,,P4,Mar-21,Backend,Oct-20,FC - Field Progress,Jul-20,Field Collaboration,,,2280,FALSE
PT-489,Deferred,Progress Tracking,,Mar-21,,Oct-20,FC - Field Progress,Aug-20,Field Collaboration,,,1824,FALSE
SVN-1488,Incidentally Fixed,,P3,Mar-21,Web,Oct-20,FC - Field Progress,May-20,Field Collaboration,,360,3480,FALSE
SCCOM-5936,Fixed,APIs,,Mar-21,,Oct-20,CS - Common Services,Jul-20,Common Services,,,1800,FALSE
MBIM-11542,Done,,P4,Mar-21,iOS,Oct-20,CR - Record Consumption,Sep-20,Construction Records,,,504,FALSE
FORMS-4465,Won't Fix,,P3,Mar-21,iOS,Oct-20,FC - Field Forms,Dec-19,Field Collaboration,,360,7896,FALSE
PJL-2377,Done,Project Bridge,,Mar-21,,Oct-20,LM - Project Lifecycle,Feb-20,Lifecycle,,,5616,FALSE
ALEX-38486,Fixed,Document Management,P4,Mar-21,Web,Oct-20,CR - Docs Core,Sep-20,Construction Records,,,312,FALSE
BIMCAS-9684,Done,,,Mar-21,,Oct-20,B4C - Collaborate,May-20,BIM for Construction,,,3720,FALSE
ACSD-10,Done,Document Management,,Mar-21,Web,Oct-20,CR - Docs Core,Oct-19,Construction Records,,,8616,FALSE
